EnsemblGeneStableID	HGNC.symbol	baseMean	log2FoldChange	lfcSE	pvalue	padj	Direction.rnaseq	Direction.H3K27ac	Direction.atac	Direction.methylation
ENSG00000113312.11	TTC1	1122.25449	1.074167943	0.264663441	1.11E-05	0.000151038	Up	Decrease	NS	NS
ENSG00000164506.14	STXBP5	770.7252037	-1.167157176	0.291561921	1.12E-05	0.000153079	Down	NS	NS	NS
ENSG00000183207.14	RUVBL2	1533.507286	1.221680515	0.307590524	1.12E-05	0.000153079	Up	Increase	Increase	NS
ENSG00000110723.12	EXPH5	186.2984864	1.466488549	0.376412376	1.13E-05	0.000154003	Up	Decrease	Increase	NS
ENSG00000165449.11	SLC16A9	120.5374189	2.549317806	0.75854647	1.13E-05	0.000154003	Up	Decrease	Decrease	NS
ENSG00000130208.9	APOC1	59.41003535	3.094389067	1.042887479	1.17E-05	0.000158554	Up	NS	NS	NS
ENSG00000143537.13	ADAM15	769.5212066	1.260888744	0.319592879	1.17E-05	0.000159111	Up	NS	NS	NS
ENSG00000177984.7	LCN15	173.3324821	-1.817191002	0.494012526	1.17E-05	0.000159229	Down	NS	Increase	NS
ENSG00000204001.9	LCN8	957.8942472	-2.169067828	0.64530155	1.17E-05	0.000159229	Down	NS	Increase	NS
ENSG00000102001.13	CACNA1F	695.975778	-1.594823733	0.425651829	1.19E-05	0.000160946	Down	NS	NS	NS
ENSG00000138382.15	METTL5	630.9896927	1.13575632	0.282880554	1.19E-05	0.000161659	Up	NS	Increase	NS
ENSG00000144130.11	NT5DC4	48.43803996	4.23959308	1.698745259	1.19E-05	0.000161696	Up	NS	NS	NS
ENSG00000159445.13	THEM4	913.0830603	1.300092938	0.33188912	1.20E-05	0.000161895	Up	Decrease	NS	NS
ENSG00000131844.16	MCCC2	3169.6842	1.082626638	0.269390064	1.22E-05	0.00016428	Up	NS	NS	NS
ENSG00000167800.9	TBX10	79.70409801	3.162808115	0.95103107	1.24E-05	0.000167144	Up	Increase	Increase	NS
ENSG00000010404.18	IDS	4094.901955	-1.146898029	0.288452216	1.24E-05	0.000167289	Down	NS	NS	NS
ENSG00000100348.10	TXN2	1563.620257	1.032000152	0.254930751	1.26E-05	0.000168889	Up	NS	NS	NS
ENSG00000127993.16	RBM48	815.0865174	-1.105104082	0.275462793	1.26E-05	0.000169422	Down	NS	NS	NS
ENSG00000151704.15	KCNJ1	19.72202613	-3.797424369	1.110551404	1.28E-05	0.000171478	Down	Decrease	NS	NS
ENSG00000197965.12	MPZL1	668.0461043	1.341030875	0.344808722	1.28E-05	0.000171602	Up	Increase	NS	NS
ENSG00000075142.14	SRI	1820.169426	1.197267968	0.303686945	1.29E-05	0.000171771	Up	Decrease	Increase	NS
ENSG00000224098.1	RPL32P1	58.98570472	-2.157344134	0.58878994	1.29E-05	0.000171771	Down	NS	NS	NS
ENSG00000162076.13	FLYWCH2	343.6252901	1.516241294	0.399752148	1.30E-05	0.000173064	Up	Increase	Increase	NS
ENSG00000105364.14	MRPL4	1822.452705	1.323868875	0.341816931	1.31E-05	0.000174794	Up	NS	NS	NS
ENSG00000140365.16	COMMD4	1575.222981	1.059586558	0.263167119	1.33E-05	0.000176339	Up	NS	NS	NS
ENSG00000112242.15	E2F3	780.4335493	1.45322983	0.382212308	1.33E-05	0.000176383	Up	Decrease	NS	NS
ENSG00000101255.11	TRIB3	525.1339407	1.544091727	0.410755373	1.33E-05	0.000176968	Up	NS	NS	NS
ENSG00000135723.14	FHOD1	1257.151063	1.054544517	0.262248525	1.35E-05	0.000178617	Up	NS	NS	NS
ENSG00000164190.19	NIPBL	4623.110487	-1.079165134	0.270154352	1.37E-05	0.000181467	Down	NS	NS	NS
ENSG00000145337.5	PYURF	1290.914992	1.22773845	0.313302507	1.37E-05	0.000181629	Up	NS	NS	NS
ENSG00000111863.12	ADTRP	3179.243441	-2.333117305	0.753699831	1.39E-05	0.000183746	Down	NS	Increase	NS
ENSG00000124788.18	ATXN1	2302.216215	-2.32148191	0.784197894	1.42E-05	0.000187428	Down	Decrease	Decrease	NS
ENSG00000181350.12	LRRC75A	4063.111922	1.454430877	0.389040164	1.42E-05	0.000187428	Up	Decrease	NS	NS
ENSG00000062822.15	POLD1	1732.786501	1.274234876	0.328092134	1.45E-05	0.000190551	Up	NS	NS	NS
ENSG00000183979.8	NPB	35.60167257	4.829328251	2.900048325	1.45E-05	0.000190753	Up	Increase	NS	NS
ENSG00000244486.9	SCARF2	74.48097368	-1.770977806	0.472928189	1.46E-05	0.000192107	Down	NS	NS	NS
ENSG00000132623.16	ANKEF1	251.9902419	1.706178594	0.464562657	1.49E-05	0.00019512	Up	NS	NS	Hypo
ENSG00000126351.13	THRA	971.0205968	-1.629699322	0.446620629	1.50E-05	0.000196393	Down	NS	NS	NS
ENSG00000177606.7	JUN	18737.62538	-1.745294007	0.493188159	1.51E-05	0.000198039	Down	Decrease	Decrease	NS
ENSG00000107077.18	KDM4C	2367.411905	-1.122010043	0.284683563	1.53E-05	0.00019945	Down	Decrease	NS	NS
ENSG00000104081.14	BMF	9845.322963	-2.039904964	0.618933147	1.53E-05	0.000200138	Down	NS	NS	NS
ENSG00000117593.12	DARS2	894.3538863	1.179595969	0.297887444	1.53E-05	0.000200138	Up	NS	Increase	NS
ENSG00000162819.12	BROX	1688.611052	-1.199746809	0.307585221	1.55E-05	0.000202359	Down	Decrease	NS	NS
ENSG00000093217.11	XYLB	133.3860785	1.880099546	0.519082948	1.56E-05	0.000203531	Up	NS	NS	NS
ENSG00000130731.16	METTL26	1453.115217	1.224764372	0.314644367	1.57E-05	0.000203667	Up	Increase	Increase	NS
ENSG00000167291.16	TBC1D16	36.14771301	3.343020929	1.095950948	1.57E-05	0.000203667	Up	NS	NS	NS
ENSG00000103089.9	FA2H	139.6414662	-2.923878673	1.070193717	1.57E-05	0.000204063	Down	NS	NS	NS
ENSG00000160299.17	PCNT	5346.438397	1.52088965	0.411500034	1.57E-05	0.000204063	Up	NS	NS	NS
ENSG00000204922.5	UQCC3	420.8914878	1.31672574	0.341999328	1.57E-05	0.000204063	Up	NS	NS	NS
ENSG00000185619.18	PCGF3	4489.64213	-1.037650981	0.260274465	1.58E-05	0.000204864	Down	Increase	Increase	NS
ENSG00000168159.13	RNF187	981.9936084	1.23758033	0.319073041	1.59E-05	0.000206088	Up	NS	NS	NS
ENSG00000124126.14	PREX1	4450.722606	-1.610223448	0.446502943	1.63E-05	0.000210577	Down	NS	Increase	NS
ENSG00000121797.10	CCRL2	60.02179913	2.290252501	0.651539802	1.63E-05	0.000210877	Up	Decrease	NS	NS
ENSG00000169992.10	NLGN2	41.61731925	3.305478907	1.145574175	1.64E-05	0.00021192	Up	NS	Increase	NS
ENSG00000141655.17	TNFRSF11A	190.9361763	3.153660474	1.338089521	1.66E-05	0.000214338	Up	Decrease	NS	NS
ENSG00000101916.12	TLR8	141.7817592	2.011786406	0.546841761	1.66E-05	0.000214568	Up	NS	NS	NS
ENSG00000152944.9	MED21	572.7309704	-1.13403997	0.288651193	1.67E-05	0.000215284	Down	Decrease	NS	NS
ENSG00000215912.12	TTC34	114.0139355	-1.939792512	0.546082897	1.69E-05	0.000217828	Down	Increase;Decrease	Decrease	NS
ENSG00000164405.11	UQCRQ	1315.567695	1.250151246	0.32501611	1.72E-05	0.000220117	Up	Increase	NS	NS
ENSG00000187609.16	EXD3	553.3681816	-1.167329574	0.299216388	1.72E-05	0.000220117	Down	Decrease	Increase	NS
ENSG00000267206.6	LCN6	17.76531052	-4.919713251	1.468824958	1.73E-05	0.000222173	Down	NS	NS	NS
ENSG00000160223.17	ICOSLG	4779.215489	-2.371017292	0.807339069	1.74E-05	0.000222446	Down	NS	NS	NS
ENSG00000135119.14	RNFT2	417.6789651	-1.258593458	0.326744218	1.75E-05	0.000224186	Down	Decrease	Decrease	NS
ENSG00000168209.5	DDIT4	1267.177211	1.529382813	0.418619691	1.75E-05	0.000224186	Up	NS	Increase	NS
ENSG00000164609.10	SLU7	2171.013242	-1.039573655	0.263689378	1.77E-05	0.000226244	Down	NS	Increase	NS
ENSG00000100865.15	CINP	677.2216117	1.030568848	0.259919887	1.78E-05	0.000227262	Up	NS	NS	NS
ENSG00000226165.9	HLA-DQB2	150.3779434	-2.523147045	0.770963379	1.80E-05	0.000228675	Down	NS	NS	NS
ENSG00000069011.16	PITX1	153.7757542	5.891969961	4.639875087	1.80E-05	0.000229111	Up	NS	NS	NS
ENSG00000180914.10	OXTR	101.723819	1.90550565	0.533277653	1.84E-05	0.000233645	Up	NS	NS	NS
ENSG00000177706.9	FAM20C	61.07407273	4.110587458	1.274445283	1.85E-05	0.000234647	Up	NS	NS	NS
ENSG00000179091.5	CYC1	2390.505925	1.214704065	0.315817386	1.85E-05	0.000234827	Up	NS	NS	NS
ENSG00000274148.5	LILRA6	240.3378436	3.011704939	1.686863945	1.86E-05	0.000235348	Up	NS	Increase	NS
ENSG00000153064.12	BANK1	1893.6121	-2.488193505	0.880703351	1.88E-05	0.000237663	Down	Decrease	NS	NS
ENSG00000126432.14	PRDX5	2164.730919	1.391434989	0.372527747	1.90E-05	0.000240479	Up	NS	NS	NS
ENSG00000167748.11	KLK1	144.7871587	-2.57772812	0.864093722	1.91E-05	0.000240853	Down	NS	NS	NS
ENSG00000168476.12	REEP4	662.9583555	1.063237706	0.269622824	1.91E-05	0.000240853	Up	NS	NS	NS
ENSG00000108852.14	MPP2	24.92539241	3.314322356	0.95394256	1.93E-05	0.000243817	Up	NS	NS	NS
ENSG00000088986.11	DYNLL1	2353.821664	1.660026955	0.469194116	1.93E-05	0.000243892	Up	NS	NS	NS
ENSG00000105939.13	ZC3HAV1	4376.663501	-1.279212875	0.338681191	1.99E-05	0.000250089	Down	NS	NS	NS
ENSG00000166451.13	CENPN	316.8973201	1.869093993	0.539792479	1.99E-05	0.000250223	Up	NS	NS	NS
ENSG00000235674.2	LDHAP2	45.57959195	-2.241125247	0.628370223	2.00E-05	0.000251118	Down	NS	NS	NS
ENSG00000110660.15	SLC35F2	841.605906	1.503764721	0.410459261	2.00E-05	0.000251141	Up	NS	NS	NS
ENSG00000237517.9	DGCR5	166.5490601	-1.489090581	0.39956352	2.01E-05	0.000251728	Down	NS	NS	NS
ENSG00000104976.12	SNAPC2	356.7675777	1.369544781	0.364461724	2.03E-05	0.000254548	Up	Decrease	NS	NS
ENSG00000134278.15	SPIRE1	283.8695252	1.738078733	0.487317568	2.04E-05	0.000254897	Up	NS	NS	NS
ENSG00000137806.9	NDUFAF1	418.302074	1.637622636	0.455977206	2.04E-05	0.000254897	Up	NS	NS	NS
ENSG00000185483.12	ROR1	1559.373495	-2.123189221	0.671890511	2.04E-05	0.000254897	Down	NS	NS	NS
ENSG00000126953.8	TIMM8A	314.6141581	1.224420802	0.318373284	2.05E-05	0.000255989	Up	NS	NS	NS
ENSG00000180198.16	RCC1	2085.493901	1.592074085	0.443391302	2.07E-05	0.000258337	Up	Decrease	Increase	NS
ENSG00000113387.12	SUB1	3743.75079	1.045578085	0.26717008	2.08E-05	0.000258749	Up	Decrease	Increase	NS
ENSG00000146701.12	MDH2	3447.232959	1.074266435	0.275536144	2.08E-05	0.000258979	Up	NS	Increase	NS
ENSG00000171502.15	COL24A1	396.4273352	4.915319254	2.72963532	2.10E-05	0.000261076	Up	NS	NS	NS
ENSG00000260062.3	GOLGA2P11	274.1024568	-1.877647113	0.548176564	2.10E-05	0.000261076	Down	NS	NS	NS
ENSG00000274768.2	CISD3	173.5580713	1.371898408	0.363042624	2.11E-05	0.000261524	Up	NS	NS	NS
ENSG00000066056.14	TIE1	187.5767909	2.812299763	1.021483667	2.11E-05	0.00026155	Up	NS	NS	NS
ENSG00000166197.17	NOLC1	5016.256578	1.30071226	0.346556492	2.11E-05	0.00026155	Up	NS	NS	NS
ENSG00000157107.14	FCHO2	436.0805972	-1.838691597	0.533398424	2.11E-05	0.000261739	Down	NS	NS	NS
ENSG00000047346.12	FAM214A	3606.108492	-1.088707936	0.281180017	2.12E-05	0.000261917	Down	Increase;Decrease	Decrease	NS
ENSG00000163072.15	NOSTRIN	23.06477977	2.721052583	0.758386948	2.13E-05	0.000263094	Up	NS	NS	NS
ENSG00000151490.15	PTPRO	889.3709034	-1.519944349	0.419989059	2.14E-05	0.000263797	Down	Decrease	NS	Hypo
ENSG00000106477.19	CEP41	509.2162749	1.034737516	0.263510257	2.14E-05	0.000264232	Up	NS	Increase	NS
ENSG00000149428.19	HYOU1	1928.450249	1.346437962	0.362260031	2.16E-05	0.000266422	Up	NS	NS	NS
ENSG00000176542.10	USF3	1526.360078	-1.196990661	0.314387356	2.17E-05	0.000266789	Down	Decrease	NS	NS
ENSG00000143344.15	RGL1	218.1504806	2.518809772	0.864084554	2.17E-05	0.000267529	Up	NS	NS	NS
ENSG00000135164.18	DMTF1	8373.097397	-1.010470219	0.259008126	2.18E-05	0.00026819	Down	Decrease	NS	NS
ENSG00000154822.18	PLCL2	1566.044662	-1.366995298	0.369081946	2.18E-05	0.00026819	Down	NS	NS	NS
ENSG00000069493.15	CLEC2D	7977.223019	-1.638862855	0.465576865	2.19E-05	0.000269211	Down	Decrease	NS	NS
ENSG00000123219.13	CENPK	269.7158812	1.241254973	0.324921154	2.21E-05	0.000270743	Up	NS	NS	NS
ENSG00000083896.12	YTHDC1	2564.617585	-1.106213694	0.288056808	2.22E-05	0.000272222	Down	Decrease	NS	NS
ENSG00000198909.8	MAP3K3	1953.95839	-1.272441167	0.337864065	2.24E-05	0.000273743	Down	NS	NS	NS
ENSG00000159259.8	CHAF1B	517.262594	1.402762998	0.378919614	2.28E-05	0.000278685	Up	Increase	NS	NS
ENSG00000178078.11	STAP2	161.7804937	2.007655831	0.598108432	2.29E-05	0.000279729	Up	NS	NS	Hypo
ENSG00000167766.18	ZNF83	4952.766561	-1.089420783	0.283363267	2.29E-05	0.000279754	Down	NS	NS	NS
ENSG00000095906.17	NUBP2	1421.414261	1.033081641	0.264752267	2.29E-05	0.00027994	Up	Decrease	NS	NS
ENSG00000132432.14	SEC61G	599.7470389	1.133477687	0.294954629	2.32E-05	0.000282928	Up	NS	NS	NS
ENSG00000136014.12	USP44	260.6329041	-2.826676435	1.17286377	2.34E-05	0.000284848	Down	NS	NS	NS
ENSG00000128218.8	VPREB3	1120.735911	-2.058176329	0.635440776	2.35E-05	0.00028614	Down	NS	NS	NS
ENSG00000163159.14	VPS72	788.7996305	1.033577402	0.26466934	2.38E-05	0.000290026	Up	NS	NS	NS
ENSG00000159685.11	CHCHD6	213.8026672	1.343045425	0.358194751	2.41E-05	0.000292813	Up	Increase	NS	NS
ENSG00000142230.13	SAE1	2357.036051	1.228536402	0.326045122	2.43E-05	0.000294773	Up	NS	Increase	NS
ENSG00000223547.10	ZNF844	433.3923252	-1.709412767	0.48980182	2.44E-05	0.000295748	Down	NS	NS	NS
ENSG00000111913.20	RIPOR2	10120.3178	-1.235925673	0.32998492	2.46E-05	0.000297735	Down	Decrease	NS	NS
ENSG00000175602.4	CCDC85B	1179.254651	1.896377284	0.572091543	2.46E-05	0.000298402	Up	NS	NS	NS
ENSG00000084092.7	NOA1	1011.111404	1.099173385	0.285903051	2.48E-05	0.000299535	Up	NS	NS	NS
ENSG00000088766.12	CRLS1	575.3033992	1.135571879	0.296657215	2.49E-05	0.000300986	Up	NS	NS	NS
ENSG00000127884.5	ECHS1	1735.351576	1.068088988	0.276435862	2.49E-05	0.000300986	Up	NS	NS	NS
ENSG00000152253.9	SPC25	58.70398511	3.054989399	1.007214382	2.49E-05	0.000300986	Up	NS	NS	NS
ENSG00000184009.12	ACTG1	36724.10731	1.109967204	0.289992746	2.51E-05	0.000302753	Up	Increase	Increase	NS
ENSG00000147155.11	EBP	704.0538124	1.136088418	0.298020076	2.52E-05	0.000303548	Up	NS	NS	NS
ENSG00000073792.16	IGF2BP2	122.2498901	3.343313378	1.654655468	2.53E-05	0.000304742	Up	NS	NS	NS
ENSG00000100490.9	CDKL1	1108.351087	-1.322090698	0.357863266	2.54E-05	0.000305113	Down	Decrease	NS	NS
ENSG00000174282.12	ZBTB4	1642.286627	-1.03391286	0.2674092	2.54E-05	0.000305113	Down	NS	Increase	NS
ENSG00000181896.12	ZNF101	3101.939162	-1.414888293	0.389955901	2.55E-05	0.000305113	Down	Decrease	NS	NS
ENSG00000029153.14	ARNTL2	292.8636901	2.549240441	0.917910807	2.55E-05	0.000305864	Up	Decrease	NS	NS
ENSG00000071205.12	ARHGAP10	199.2851848	2.83663907	1.299716022	2.58E-05	0.000309093	Up	Decrease	NS	NS
ENSG00000144120.13	TMEM177	156.4358963	1.202593133	0.314555993	2.59E-05	0.000310203	Up	NS	NS	NS
ENSG00000131781.13	FMO5	467.7243701	-1.240592458	0.330496582	2.61E-05	0.000311564	Down	NS	NS	NS
ENSG00000163492.15	CCDC141	1962.999335	-1.695864235	0.493978011	2.63E-05	0.000313652	Down	NS	NS	NS
ENSG00000090266.13	NDUFB2	1488.808818	1.30583127	0.353313033	2.66E-05	0.000317417	Up	NS	Increase	NS
ENSG00000114166.8	KAT2B	2409.476329	-1.035471725	0.27081463	2.67E-05	0.000318053	Down	Decrease	NS	NS
ENSG00000271550.1	BNIP3P11	397.3029244	-1.864164721	0.561887342	2.68E-05	0.000319638	Down	NS	NS	NS
ENSG00000110921.14	MVK	407.5503873	1.276802237	0.341978718	2.69E-05	0.000320479	Up	NS	NS	NS
ENSG00000228964.10	HLA-B	1419.28687	-1.000156166	0.257905696	2.70E-05	0.000321279	Down	NS	NS	NS
ENSG00000166965.12	RCCD1	1074.792098	1.182675365	0.313598375	2.74E-05	0.000326082	Up	Increase	Increase	NS
ENSG00000108561.8	C1QBP	2986.162161	1.770645448	0.529277625	2.77E-05	0.000328451	Up	Increase	NS	Hypo
ENSG00000198625.13	MDM4	8185.826564	-1.084115093	0.284989034	2.77E-05	0.000328796	Down	Decrease	Decrease	NS
ENSG00000241468.8	ATP5MF	2041.124141	1.20618604	0.32186389	2.78E-05	0.000329782	Up	NS	Increase	NS
ENSG00000148834.13	GSTO1	992.6526974	1.104779846	0.289680193	2.79E-05	0.000330194	Up	Increase	Increase	NS
ENSG00000196550.10	FAM72A	221.3710304	1.764082904	0.51298268	2.80E-05	0.00033109	Up	NS	NS	NS
ENSG00000181915.5	ADO	655.0088583	1.015589142	0.26296693	2.80E-05	0.000331239	Up	NS	NS	NS
ENSG00000139514.13	SLC7A1	1614.934645	1.093817299	0.287471038	2.80E-05	0.000331543	Up	NS	NS	NS
ENSG00000163644.15	PPM1K	4064.547736	-1.105558739	0.291565193	2.82E-05	0.00033297	Down	NS	NS	NS
ENSG00000102780.16	DGKH	1552.025377	1.703549588	0.49593506	2.83E-05	0.000333904	Up	NS	NS	NS
ENSG00000178764.8	ZHX2	2480.058936	-1.140605224	0.300996747	2.83E-05	0.000333904	Down	NS	NS	NS
ENSG00000140511.12	HAPLN3	406.0415877	3.016581132	1.166653901	2.87E-05	0.000337541	Up	NS	NS	NS
ENSG00000108578.15	BLMH	1239.208066	1.088260837	0.285349235	2.88E-05	0.000339236	Up	Decrease	NS	NS
ENSG00000053372.5	MRTO4	915.2154962	1.228638307	0.330084257	2.88E-05	0.000339262	Up	Decrease	NS	NS
ENSG00000102878.17	HSF4	325.2235677	1.786330981	0.526344017	2.90E-05	0.000340474	Up	NS	NS	NS
ENSG00000177150.13	FAM210A	359.2828185	1.151583836	0.304066622	2.91E-05	0.000341424	Up	NS	NS	NS
ENSG00000176058.13	TPRN	324.184206	1.361210485	0.371247503	2.93E-05	0.000343416	Up	NS	Increase	NS
ENSG00000172586.8	CHCHD1	627.4373978	1.182648025	0.314976951	2.94E-05	0.000344258	Up	NS	NS	NS
ENSG00000149257.15	SERPINH1	834.4153684	1.119866708	0.295508758	2.95E-05	0.000345074	Up	NS	Increase	NS
ENSG00000160993.4	ALKBH4	832.4343684	-1.518412826	0.430264788	2.95E-05	0.000345074	Down	NS	NS	NS
ENSG00000267673.6	FDX2	300.0226519	1.478900098	0.411748646	2.95E-05	0.000345074	Up	NS	NS	NS
ENSG00000011485.15	PPP5C	1890.373823	1.026568518	0.267699077	2.97E-05	0.000346713	Up	NS	Increase	NS
ENSG00000175279.22	CENPS	142.2256966	1.473200064	0.403259403	2.97E-05	0.000346713	Up	NS	NS	NS
ENSG00000229320.3	KRT8P12	265.083031	1.168645941	0.308779145	2.99E-05	0.000349323	Up	NS	NS	NS
ENSG00000164902.14	PHAX	516.9888663	1.332114368	0.363629078	3.02E-05	0.000351567	Up	NS	NS	NS
ENSG00000167775.11	CD320	786.5180448	1.33777496	0.36663988	3.02E-05	0.000351567	Up	NS	Increase	NS
ENSG00000096080.11	MRPS18A	600.3416635	1.305931351	0.35511974	3.02E-05	0.000351775	Up	NS	NS	NS
ENSG00000235692.8	PFDN6	290.9743902	1.241438206	0.33262484	3.03E-05	0.000352026	Up	NS	NS	NS
ENSG00000113916.18	BCL6	1546.578508	-2.566471904	1.006259572	3.03E-05	0.000352213	Down	Decrease	Decrease	NS
ENSG00000142166.13	IFNAR1	1763.03894	-1.090355535	0.289363008	3.04E-05	0.000353551	Down	Decrease	NS	NS
ENSG00000184508.12	HDDC3	538.8935477	1.141939154	0.30218899	3.05E-05	0.00035387	Up	NS	NS	NS
ENSG00000184911.14	DMRTC1B	49.61704262	-2.669887922	0.854595716	3.07E-05	0.000355519	Down	NS	NS	NS
ENSG00000156171.14	DRAM2	3125.496218	-1.212164003	0.328055334	3.07E-05	0.000356343	Down	Decrease	NS	NS
ENSG00000229598.1	PRDX3P1	137.2649139	-1.518468487	0.422476814	3.08E-05	0.000356946	Down	Decrease	NS	NS
ENSG00000164199.18	ADGRV1	190.199163	-1.208122615	0.322595374	3.09E-05	0.000357928	Down	NS	NS	NS
ENSG00000002549.12	LAP3	1345.351861	1.0747273	0.28299951	3.10E-05	0.000358268	Up	Decrease	NS	NS
ENSG00000154263.17	ABCA10	233.2311831	-1.133386849	0.300209977	3.13E-05	0.000361373	Down	Increase	NS	NS
ENSG00000172315.6	TP53RK	391.0979821	1.094957243	0.288166468	3.13E-05	0.000361373	Up	NS	NS	NS
ENSG00000176973.8	FAM89B	897.0745733	1.368995332	0.378669421	3.13E-05	0.000361373	Up	NS	NS	NS
ENSG00000174137.12	FAM53A	118.7740372	1.442743733	0.395616209	3.18E-05	0.000366194	Up	Increase	Increase	NS
ENSG00000077044.10	DGKD	4074.614747	-1.536575847	0.444057921	3.19E-05	0.000366444	Down	Decrease	Increase	NS
ENSG00000111412.6	C12orf49	1361.166807	-1.016148359	0.266097686	3.19E-05	0.000366444	Down	NS	NS	NS
ENSG00000116161.18	CACYBP	1761.685923	1.409537214	0.393931377	3.20E-05	0.000367647	Up	NS	Increase	NS
ENSG00000103152.12	MPG	1680.441356	1.048503485	0.276119733	3.23E-05	0.000371176	Up	Increase	Increase	NS
ENSG00000178404.10	CEP295NL	146.2911665	-2.138401964	0.676125317	3.24E-05	0.000371889	Down	Increase	Increase	NS
ENSG00000108854.16	SMURF2	1205.484692	-1.030643824	0.270622151	3.26E-05	0.000373944	Down	NS	NS	NS
ENSG00000277406.2	SEC22B4P	72.9568973	-1.6738876	0.47018094	3.28E-05	0.000375951	Down	NS	NS	NS
ENSG00000067900.8	ROCK1	5779.040345	-1.079540958	0.286726454	3.30E-05	0.000377471	Down	NS	NS	NS
ENSG00000149212.12	SESN3	3992.234338	-1.912792076	0.612283853	3.32E-05	0.000379062	Down	Decrease	NS	NS
ENSG00000172476.4	RAB40A	80.189659	1.844431482	0.534432818	3.36E-05	0.000383647	Up	NS	NS	NS
ENSG00000167536.14	DHRS13	421.8812966	1.012305288	0.264641558	3.38E-05	0.00038563	Up	NS	NS	NS
ENSG00000120910.14	PPP3CC	2238.655638	-1.028437249	0.27106318	3.39E-05	0.000387145	Down	NS	NS	NS
ENSG00000266265.3	KLF14	29.11538339	-2.985744067	0.927674347	3.42E-05	0.000389867	Down	NS	Increase	NS
ENSG00000135862.6	LAMC1	1523.900091	-1.467918444	0.417950657	3.44E-05	0.000391842	Down	NS	NS	Hypo
ENSG00000114853.14	ZBTB47	132.9016766	2.468082608	0.848286244	3.44E-05	0.000392272	Up	NS	NS	NS
ENSG00000141552.17	ANAPC11	699.688428	1.228984163	0.335198227	3.48E-05	0.000395881	Up	Increase	NS	NS
ENSG00000119801.13	YPEL5	6408.097553	-1.86291974	0.589693063	3.49E-05	0.000396834	Down	Decrease	NS	NS
ENSG00000111897.7	SERINC1	4376.986549	-1.236579954	0.338471921	3.50E-05	0.000397407	Down	NS	NS	NS
ENSG00000171962.18	DRC3	325.2471894	-1.171155489	0.313549826	3.54E-05	0.000401377	Down	NS	NS	NS
ENSG00000181019.13	NQO1	201.1742871	1.679473422	0.486664058	3.56E-05	0.000403983	Up	NS	NS	NS
ENSG00000134571.11	MYBPC3	57.28709444	-2.00432215	0.590169595	3.57E-05	0.000404436	Down	Decrease	Increase	NS
ENSG00000169230.10	PRELID1	2146.508331	1.231114225	0.337308929	3.58E-05	0.000405283	Up	NS	Increase	NS
ENSG00000090339.9	ICAM1	1066.664464	1.779938046	0.542479483	3.60E-05	0.000407831	Up	NS	NS	NS
ENSG00000132436.11	FIGNL1	672.4945784	1.022467797	0.269386969	3.66E-05	0.000413434	Up	NS	NS	NS
ENSG00000141086.18	CTRL	220.1844244	-1.713602751	0.506197556	3.66E-05	0.000413434	Down	Decrease	NS	NS
ENSG00000136144.12	RCBTB1	1762.129048	-1.031840448	0.274143372	3.72E-05	0.000420227	Down	Decrease	Decrease	NS
ENSG00000188070.9	C11orf95	364.883719	1.812268534	0.55259308	3.73E-05	0.000421035	Up	NS	NS	NS
ENSG00000134285.11	FKBP11	1307.911642	1.4024029	0.396569946	3.74E-05	0.000421849	Up	NS	NS	NS
ENSG00000277140.2	MARF1	5511.716439	-1.145400994	0.31043892	3.75E-05	0.000422144	Down	NS	NS	NS
ENSG00000160172.10	FAM86C2P	137.1226527	1.300063965	0.353880493	3.75E-05	0.000422165	Up	NS	NS	NS
ENSG00000172009.15	THOP1	2654.89541	1.079022115	0.288474747	3.75E-05	0.000422261	Up	Increase;Decrease	Decrease	NS
ENSG00000088682.14	COQ9	1089.539103	1.024250231	0.271255042	3.77E-05	0.000423584	Up	NS	NS	NS
ENSG00000114054.14	PCCB	1267.403443	1.482711415	0.42559533	3.78E-05	0.000424402	Up	NS	NS	NS
ENSG00000167700.9	MFSD3	551.0037491	1.671432258	0.497613001	3.81E-05	0.000427285	Up	Decrease	NS	NS
ENSG00000120129.6	DUSP1	10891.16914	-1.583413687	0.469917574	3.84E-05	0.000429262	Down	NS	NS	NS
ENSG00000185164.14	NOMO2	2022.609376	1.182968254	0.322137106	3.84E-05	0.000429262	Up	NS	NS	NS
ENSG00000247077.7	PGAM5	1207.621109	1.100647505	0.295224687	3.84E-05	0.000429262	Up	Decrease	NS	NS
ENSG00000230989.7	HSBP1	1141.864698	1.429446808	0.407365359	3.86E-05	0.000430687	Up	NS	NS	NS
ENSG00000076555.15	ACACB	684.4150261	-1.185702071	0.322424315	3.86E-05	0.000431369	Down	NS	NS	NS
ENSG00000237172.4	B3GNT9	66.06769017	2.055640336	0.620191357	3.89E-05	0.000433544	Up	NS	NS	NS
ENSG00000206355.11	CCHCR1	418.6134785	1.525391427	0.436287777	3.90E-05	0.000434993	Up	NS	NS	NS
ENSG00000178814.17	OPLAH	104.2466389	2.946595596	1.153899776	3.92E-05	0.000436531	Up	NS	NS	NS
ENSG00000243056.2	EIF4EBP3	373.6870715	1.497513208	0.429481087	3.95E-05	0.000439555	Up	NS	NS	NS
ENSG00000163430.12	FSTL1	45.50731265	2.932771525	1.027141518	3.98E-05	0.000442227	Up	NS	NS	NS
